ARNT	ATF3	ATF7	BHLHE40	BRCA1	CDC5L	FOXA1	IKZF1	KLF16	MAFK	MGA	MNT	NFIC	NRF1	PKNOX1	REST	STAT5A	TAL1	TCF12	TEAD4	THRA
LAMC2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
NMNAT2	0	2	0	0	0	0	0	1	0	0	3	0	2	0	1	2	0	0	0	1	0
SMG7	2	3	1	3	0	1	0	5	0	2	7	3	4	2	4	1	1	2	0	2	1
NCF2	1	4	4	4	0	0	0	4	2	3	1	3	4	2	3	5	1	1	1	2	0
ARPC5	1	4	2	2	0	0	0	4	1	3	1	3	1	1	2	5	2	1	1	2	0
RGL1	1	4	2	2	0	0	0	4	1	3	1	3	1	1	2	5	2	1	1	2	0
APOBEC4	1	4	2	2	0	0	0	4	1	3	1	3	2	1	1	5	2	1	1	2	0
COLGALT2	5	7	7	4	0	0	0	9	4	1	10	3	5	9	6	4	2	7	7	8	1
TSEN15	4	6	5	3	0	0	0	4	1	1	7	3	4	6	3	2	1	3	2	2	1
C1orf21	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
EDEM3	2	4	4	3	0	0	0	5	0	0	6	6	3	4	5	0	0	1	1	4	0
FAM129A	3	6	2	2	0	0	0	4	2	3	4	2	3	3	5	6	0	3	3	1	0
RNF2	0	3	0	0	0	0	0	3	0	1	1	0	4	4	2	2	0	1	1	2	0
SWT1	3	0	3	1	0	0	0	1	1	1	0	2	3	2	2	2	0	1	2	3	2
TRMT1L	3	0	3	1	0	0	0	1	1	1	0	2	3	2	2	2	0	1	2	3	2
IVNS1ABP	2	3	4	2	0	1	0	6	1	2	5	3	6	4	6	1	1	5	5	3	0
HMCN1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	2	0
PRG4	1	2	0	0	0	0	0	2	1	1	0	2	1	0	1	0	1	1	1	1	0
TPR	2	3	2	2	0	0	0	1	1	0	0	3	2	1	4	0	0	1	1	1	0
C1orf27	2	3	2	2	0	0	0	1	1	0	0	3	2	1	4	0	0	1	1	1	0
PTGS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BRINP3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RGS18	0	0	0	0	0	0	0	1	2	3	3	0	5	0	2	0	0	2	2	1	0
RGS1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
RGS13	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RGS2	0	2	4	1	0	0	0	0	0	3	2	3	0	2	2	0	1	0	1	1	0
TROVE2	0	4	3	2	0	0	0	5	1	1	3	6	8	9	3	4	2	2	2	6	0
UCHL5	0	4	3	2	0	0	0	5	1	1	3	6	8	9	3	4	2	2	2	6	0
GLRX2	2	7	8	3	0	1	0	14	2	3	6	7	9	12	6	4	2	2	4	10	0
CDC73	2	5	6	2	0	1	0	12	1	2	3	3	6	6	4	2	0	1	3	6	0
KCNT2	0	1	0	0	0	0	0	0	0	2	0	0	2	0	3	0	0	0	0	0	0
CFH	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0
ASPM	0	2	1	0	0	0	0	1	2	3	3	2	3	0	3	2	0	3	2	2	0
CRB1	0	3	2	2	0	0	0	4	0	1	1	4	3	1	2	2	0	4	1	4	0
DENND1B	0	2	2	1	0	0	0	3	2	1	2	5	1	2	1	1	1	3	2	3	0
C1orf53	0	2	4	2	0	1	0	4	1	0	4	1	1	3	2	5	0	1	1	4	0
LHX9	0	2	4	2	0	1	0	4	1	0	4	1	2	3	3	5	0	1	1	4	0
NEK7	3	2	4	2	0	0	0	7	1	0	0	2	2	4	8	3	3	4	3	8	0
PTPRC	2	6	4	0	0	0	1	5	4	3	3	0	6	3	4	4	5	9	8	9	0
NR5A2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ZNF281	0	4	3	0	0	0	0	2	0	3	1	0	4	1	2	0	0	2	1	2	0
KIF14	5	5	6	7	0	1	0	9	2	3	11	7	6	4	4	3	0	1	1	6	0
DDX59	6	8	7	7	0	1	0	14	2	4	14	7	6	6	6	3	0	3	3	8	0
CAMSAP2	0	2	2	0	0	0	0	3	0	2	1	0	1	1	1	0	0	1	1	1	0
C1orf106	0	0	1	1	0	0	0	0	0	0	0	0	2	2	2	1	0	1	1	1	0
KIF21B	1	2	4	3	0	2	0	2	1	3	2	0	4	0	3	2	2	1	1	1	0
TMEM9	3	8	7	2	0	0	0	8	2	0	3	2	3	4	3	5	1	3	3	8	0
IGFN1	3	8	7	2	0	0	0	8	3	0	3	2	3	4	3	6	1	3	3	8	0
PKP1	0	2	1	1	0	0	0	0	1	1	1	0	1	2	0	2	0	0	0	0	0
TNNT2	0	1	0	1	0	0	0	0	2	0	0	0	0	2	1	4	0	0	1	2	0
LAD1	1	1	3	2	0	1	0	1	3	0	1	1	0	3	1	5	0	0	1	1	0
TNNI1	1	4	4	2	0	1	0	2	3	0	2	1	0	5	2	4	0	0	1	2	0
PHLDA3	2	8	10	4	0	1	0	7	5	2	4	1	4	9	4	5	1	3	2	3	0
CSRP1	2	14	11	5	0	0	0	9	5	4	7	1	5	11	7	4	1	3	3	3	0
NAV1	0	4	4	4	0	1	0	8	1	3	12	0	7	5	9	4	0	1	1	2	0
IPO9	2	1	1	1	0	0	0	6	2	0	1	0	2	1	4	2	0	2	0	4	0
SHISA4	5	7	4	1	0	1	0	8	1	4	3	1	3	6	4	2	1	3	1	0	0
LMOD1	6	2	7	3	0	5	0	9	0	3	4	3	7	10	8	5	0	5	5	4	0
TIMM17A	6	2	7	3	0	5	0	10	1	3	4	3	7	9	10	5	2	5	5	4	0
RNPEP	4	2	11	7	0	4	0	11	4	2	3	3	9	7	11	7	5	6	7	9	0
ELF3	2	4	10	4	0	0	0	9	4	2	1	2	6	2	6	6	5	3	3	7	0
ARL8A	1	4	11	9	0	0	0	14	5	2	6	0	12	6	9	11	2	4	5	9	0
PTPN7	1	2	9	8	0	3	0	16	5	2	6	0	15	6	8	11	2	4	5	7	0
LGR6	1	3	9	6	0	3	0	14	3	1	6	0	13	8	7	6	1	4	4	7	0
UBE2T	2	2	4	1	0	0	0	2	1	1	3	3	3	2	5	1	1	0	0	2	1
PPP1R12B	2	2	4	1	0	0	0	2	1	1	3	3	3	2	5	1	1	0	0	2	1
SYT2	0	0	0	0	0	0	0	2	1	1	0	0	2	0	1	3	1	0	1	0	0
KDM5B	0	9	4	6	0	0	0	5	2	0	7	3	4	4	3	3	0	1	0	7	0
RABIF	2	3	5	2	0	0	0	7	3	0	2	2	8	5	7	6	0	1	1	4	0
KLHL12	4	3	8	4	0	1	0	10	4	0	1	5	10	8	9	5	1	3	3	10	0
ADIPOR1	6	7	10	5	0	3	0	9	5	1	4	6	12	9	8	9	1	6	6	12	0
CYB5R1	6	7	10	5	0	3	0	9	5	1	4	6	12	9	9	9	1	6	6	12	0
TMEM183A	6	7	7	6	0	3	0	7	3	3	4	4	10	9	8	10	0	4	3	10	0
ADORA1	0	2	2	2	0	0	0	1	0	0	1	0	2	2	4	3	0	0	0	0	0
MYBPH	1	0	3	3	0	0	0	1	0	0	1	1	1	2	3	3	0	0	0	1	0
CHI3L1	1	0	3	3	0	0	0	1	0	1	1	1	1	2	3	3	0	0	0	1	0
BTG2	6	1	12	10	0	3	0	22	8	6	4	2	10	16	10	12	4	5	9	13	0
FMOD	4	1	6	6	0	1	0	13	4	3	4	3	7	9	4	8	3	3	4	8	0
PRELP	0	2	4	2	0	0	0	1	0	0	0	0	5	2	1	3	0	1	1	1	0
ATP2B4	3	8	8	4	0	0	0	11	4	2	2	1	8	6	6	6	1	3	4	4	1
LAX1	4	4	4	3	0	0	0	5	3	1	4	5	3	2	4	4	2	2	2	4	0
ZC3H11A	3	3	2	2	0	0	0	3	2	0	2	2	2	2	2	2	1	1	1	3	0
SNRPE	1	3	2	1	0	2	0	1	1	1	1	2	2	2	2	1	2	1	0	1	0
SOX13	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0
ETNK2	0	1	3	0	0	1	0	1	3	0	0	0	4	2	2	4	0	1	2	2	0
REN	0	1	3	1	0	1	0	3	3	0	1	0	4	4	3	6	0	2	2	3	0
KISS1	0	1	3	2	0	1	0	4	2	0	1	0	2	3	2	4	1	3	2	4	0
GOLT1A	0	1	1	4	0	1	0	5	2	0	1	0	3	4	3	4	1	3	2	4	0
PLEKHA6	2	3	6	1	0	0	0	4	2	1	3	2	5	6	7	4	1	5	4	8	0
PPP1R15B	3	4	7	6	0	2	0	10	7	2	2	3	6	10	10	6	2	8	8	12	0
PIK3C2B	6	6	8	8	0	2	0	5	6	3	8	6	6	6	1	5	2	6	7	7	0
MDM4	8	8	8	6	0	2	0	5	5	4	7	6	8	6	2	4	3	5	6	6	0
LRRN2	9	11	5	8	0	2	1	14	3	8	7	5	9	6	10	6	3	9	9	6	0
NFASC	0	1	2	1	0	0	0	2	4	0	0	0	2	2	2	8	0	1	2	3	0
CNTN2	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	4	0	0	1	0	0
RBBP5	4	5	7	2	0	1	0	3	2	6	6	3	3	4	4	2	2	3	2	3	1
DSTYK	5	13	11	4	0	3	0	13	5	5	8	3	9	12	13	6	2	7	5	8	0
TMCC2	5	8	10	6	0	4	0	11	7	6	5	3	11	11	11	7	2	9	6	8	0
NUAK2	0	2	8	7	0	0	0	4	7	3	2	0	1	3	6	9	1	2	4	3	0
LEMD1	0	2	2	1	0	0	0	3	1	1	0	0	3	1	3	5	0	0	0	1	0
CDK18	0	3	4	2	0	0	0	1	2	0	0	0	2	2	1	5	0	0	0	3	0
ELK4	2	4	5	8	0	1	0	4	5	2	3	4	7	7	6	9	1	2	3	3	0
SLC45A3	2	4	5	7	0	1	0	5	6	1	2	6	7	7	6	7	1	3	4	4	0
NUCKS1	2	7	8	5	0	1	0	6	5	3	6	8	4	5	5	3	2	3	2	5	0
SLC41A1	1	5	6	5	0	0	0	5	2	4	5	3	3	6	4	3	2	3	3	5	0
PM20D1	1	1	4	2	0	0	0	2	1	1	0	0	2	3	4	1	2	3	3	3	0
SLC26A9	0	3	1	2	0	0	0	1	1	0	0	0	2	0	0	3	0	1	0	1	0
AVPR1B	1	2	2	4	0	0	1	1	4	1	0	0	3	2	3	3	1	4	3	3	0
CTSE	0	2	0	2	0	0	0	0	2	0	1	0	1	2	1	2	1	3	2	4	0
IKBKE	1	6	6	7	0	0	0	10	3	8	5	3	7	11	3	5	0	3	4	3	0
RASSF5	1	5	6	7	0	0	0	9	5	6	4	3	7	10	4	8	0	3	3	3	0
EIF2D	7	3	9	5	0	1	0	10	6	4	3	6	11	6	4	9	5	4	3	7	0
DYRK3	9	1	9	5	0	2	0	15	8	3	3	6	13	6	5	9	6	7	5	11	0
MAPKAPK2	8	2	10	4	0	1	0	16	9	1	2	4	14	6	6	7	5	7	7	10	0
IL10	2	2	4	3	0	0	0	4	6	3	2	0	5	2	2	8	1	3	5	3	0
IL20	1	2	5	3	0	0	0	1	5	2	1	1	9	4	4	9	1	2	1	2	0
IL24	1	3	6	4	0	2	0	4	7	1	2	1	6	4	5	9	1	3	2	3	0
PIGR	0	2	4	4	0	2	0	6	5	2	3	1	5	4	4	8	0	2	1	3	0
C1orf116	10	10	8	5	0	3	0	14	5	4	15	6	6	5	10	11	3	5	4	6	0
YOD1	10	10	9	5	0	3	0	16	6	3	13	6	9	5	11	12	3	7	5	8	0
PFKFB2	10	10	9	5	0	3	0	16	6	3	13	6	9	5	11	12	3	7	5	8	0
C4BPB	5	4	3	1	0	1	0	6	2	1	4	4	7	3	5	7	0	2	2	4	0
C4BPA	1	1	1	0	0	1	0	5	2	1	2	0	4	0	4	5	0	2	2	2	0
CD55	3	15	10	3	0	0	0	10	6	3	7	3	4	5	8	2	2	7	5	11	1
CR2	1	6	0	2	0	0	0	0	2	1	2	0	4	0	3	4	1	3	1	3	0
CR1	3	8	2	2	0	2	0	2	2	1	4	1	3	2	3	2	2	2	2	3	0
CR1L	7	14	7	2	0	5	0	11	4	3	12	11	12	3	9	2	5	7	10	8	1
CD46	4	3	3	2	0	0	0	7	4	2	5	3	6	5	9	3	4	5	5	4	0
CD34	1	6	6	1	0	0	0	7	5	0	9	2	4	5	6	5	4	4	5	5	0
PLXNA2	1	3	1	5	0	0	0	11	2	5	7	0	3	4	3	4	1	1	2	3	0
LAMB3	0	7	4	8	0	0	0	7	4	6	9	1	5	8	8	8	2	4	2	5	0
G0S2	0	6	4	7	0	0	0	7	4	6	9	1	5	8	8	8	2	4	2	5	0
HSD11B1	0	5	4	6	0	0	0	7	3	6	9	1	5	7	8	7	2	5	2	6	0
TRAF3IP3	1	4	2	4	0	0	0	0	1	1	4	2	4	2	2	2	0	2	2	2	0
C1orf74	2	6	8	6	0	0	0	4	3	2	5	3	10	6	3	4	1	4	5	4	0
IRF6	2	7	8	5	0	0	0	4	3	2	3	2	10	5	3	3	1	3	3	3	0
DIEXF	2	7	8	6	0	0	0	4	4	2	3	2	12	5	2	3	1	3	3	3	0
SYT14	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	0	1	1	1	0
SERTAD4	0	1	1	1	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	1	0
HHAT	1	1	1	0	0	1	0	0	0	0	0	0	4	1	0	1	1	0	1	2	0
KCNH1	0	1	1	1	0	0	0	1	2	1	2	0	0	0	0	3	0	0	0	0	0
RCOR3	1	3	3	2	0	0	0	3	3	3	6	4	6	3	1	1	0	2	1	3	0
TRAF5	4	6	1	4	0	0	0	2	2	3	1	0	6	4	4	1	2	2	6	3	1
SLC30A1	2	8	10	10	0	1	0	17	3	4	5	4	6	9	14	5	4	7	7	7	1
NEK2	6	9	7	10	0	0	0	9	7	2	9	2	10	10	4	6	2	3	3	8	0
LPGAT1	0	2	1	1	0	0	0	2	1	1	0	0	6	1	0	3	0	1	1	3	0
DTL	3	5	3	2	0	1	0	5	3	1	3	3	4	1	2	5	2	0	1	2	0
INTS7	3	5	3	2	0	1	0	5	3	1	3	3	4	1	2	5	2	0	1	2	0
PPP2R5A	5	7	5	3	0	0	0	11	1	2	6	2	6	6	5	7	2	3	2	2	0
TMEM206	2	2	4	5	0	1	0	5	4	0	2	1	5	3	5	6	0	3	3	5	0
NENF	2	3	4	6	0	1	0	5	5	0	3	1	5	5	5	6	0	3	3	5	0
ATF3	2	11	6	3	0	0	1	9	5	5	6	2	3	7	8	5	1	2	2	5	0
BATF3	1	4	3	3	0	1	0	8	0	1	2	1	5	6	2	2	0	0	0	1	0
NSL1	4	5	6	2	0	1	1	6	2	5	3	5	3	3	5	1	1	2	3	4	0
TATDN3	4	5	6	2	0	1	1	6	2	5	3	5	3	3	5	1	1	2	3	4	0
FLVCR1	3	1	3	1	0	0	1	3	3	2	2	4	2	3	3	5	1	1	1	3	0
VASH2	4	8	6	1	0	0	0	1	1	3	2	0	3	2	1	4	0	1	0	1	0
ANGEL2	11	12	5	6	0	0	0	7	3	5	10	8	9	6	8	2	0	10	9	8	0
RPS6KC1	9	9	5	5	0	0	0	6	4	4	9	8	9	4	8	1	0	9	9	7	0
PROX1	0	1	1	1	0	0	0	0	1	1	0	0	2	0	1	0	2	2	1	1	0
SMYD2	0	2	1	4	0	0	0	1	3	0	3	2	3	2	2	2	1	1	1	3	0
CENPF	1	1	2	1	0	0	0	2	2	0	2	2	3	1	1	3	0	1	1	1	0
KCNK2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
KCTD3	2	0	1	1	0	0	0	3	1	2	1	3	6	2	1	1	0	0	1	1	0
ESRRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPATCH2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SPATA17	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RRP15	3	3	2	3	0	0	0	4	2	1	2	3	5	3	3	2	4	4	4	4	0
TGFB2	4	6	2	2	0	0	0	6	3	0	2	2	4	4	4	2	2	4	5	6	0
LYPLAL1	1	3	4	1	0	0	0	3	0	2	3	1	2	1	2	0	1	3	2	5	0
SLC30A10	1	7	3	3	0	1	0	12	2	1	7	3	5	3	8	4	2	4	3	5	0
EPRS	4	4	5	2	0	0	0	3	0	2	1	4	2	3	4	0	1	0	0	1	0
BPNT1	5	5	6	3	0	0	0	3	1	1	1	4	2	5	6	1	2	2	2	2	0
IARS2	5	5	6	3	0	0	0	2	1	1	1	4	2	5	6	1	2	2	2	2	0
RAB3GAP2	0	4	2	2	0	0	0	3	1	1	7	1	1	3	5	5	1	3	2	7	0
MARK1	0	4	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
C1orf115	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0
MARC2	0	0	2	1	0	0	0	0	3	1	0	0	2	0	0	3	0	1	1	1	0
MARC1	0	1	1	2	0	0	0	0	3	0	1	1	2	0	0	2	0	0	1	0	0
HLX	0	0	0	1	0	0	0	0	1	0	3	0	1	0	1	3	1	1	1	1	0
DUSP10	5	7	8	4	0	1	0	11	4	2	8	4	1	3	7	6	3	5	6	7	0
HHIPL2	0	4	4	2	0	0	0	2	0	0	4	2	3	2	3	2	0	1	0	1	0
TAF1A	0	3	2	3	0	0	0	4	1	0	4	2	4	6	4	2	0	1	0	3	0
MIA3	0	2	2	4	0	0	0	4	1	1	4	3	3	8	4	2	0	0	0	4	0
AIDA	2	1	4	3	0	0	0	3	3	2	1	3	3	4	4	3	1	4	3	4	0
BROX	2	1	4	3	0	0	0	3	3	2	1	3	3	4	4	3	1	4	3	4	0
TLR5	0	1	3	2	0	0	0	3	4	1	2	2	2	3	6	5	0	0	1	2	0
SUSD4	0	2	2	1	0	0	0	1	0	1	1	0	3	1	1	0	0	1	1	1	0
CAPN8	4	11	5	4	0	0	0	5	2	1	4	2	8	8	4	9	2	4	5	7	0
CAPN2	5	11	8	5	0	0	0	7	1	2	4	2	12	8	4	10	2	4	5	8	0
TP53BP2	4	10	6	3	0	0	0	9	1	3	3	1	8	1	8	4	3	3	3	4	1
FBXO28	3	4	3	3	0	1	0	4	2	2	7	1	8	1	5	2	4	3	3	4	1
DEGS1	2	5	5	3	0	0	0	5	1	1	5	4	6	5	5	2	4	1	1	2	1
NVL	5	4	4	2	0	0	0	1	1	3	2	4	6	5	4	1	1	3	1	4	0
CNIH4	5	5	5	2	0	0	0	1	2	4	2	4	7	5	4	1	2	4	2	5	0
WDR26	2	3	2	3	0	0	2	4	1	2	3	5	5	3	3	0	2	1	2	5	0
CNIH3	2	3	2	3	0	0	2	4	1	2	3	5	5	3	3	0	2	1	2	5	0
DNAH14	0	1	2	0	0	0	0	1	1	0	2	1	3	1	1	1	0	0	1	0	0
LBR	3	9	2	4	0	0	0	7	3	1	6	4	8	4	3	3	1	4	5	4	1
ENAH	0	2	1	0	2	0	0	0	0	2	0	0	3	0	2	0	0	0	0	0	0
SRP9	1	2	6	2	0	0	0	4	2	2	2	1	6	6	4	2	0	1	1	6	0
EPHX1	1	2	6	3	0	0	0	5	2	2	2	1	4	6	3	3	0	1	3	6	0
TMEM63A	2	1	3	4	0	1	0	8	4	2	9	1	11	4	6	4	1	2	8	4	1
PYCR2	2	3	4	4	0	1	0	13	5	3	9	1	9	4	7	5	2	3	7	5	1
LEFTY2	2	3	4	5	0	1	0	10	3	3	5	1	10	3	8	5	2	3	6	5	1
SDE2	2	5	6	8	0	0	0	10	3	5	4	8	12	3	6	4	6	5	9	6	0
H3F3A	4	4	6	4	0	1	0	7	3	3	9	7	6	7	9	7	1	3	3	5	0
ACBD3	0	2	2	2	0	0	0	5	2	0	0	1	3	4	2	1	1	1	1	2	0
MIXL1	0	0	2	2	1	0	0	5	2	0	0	1	3	4	2	1	1	1	2	2	0
LIN9	1	3	4	1	0	0	0	2	2	0	5	1	5	3	4	2	2	2	3	4	0
PARP1	0	0	2	2	0	0	0	0	1	4	1	2	5	3	1	2	0	0	2	2	0
ITPKB	0	3	0	1	0	0	0	1	0	1	5	0	2	0	1	3	2	2	2	1	0
PSEN2	0	3	9	5	0	0	0	1	2	1	1	1	5	3	3	4	0	0	1	1	0
ADCK3	2	0	4	2	0	0	0	3	2	1	3	3	3	1	1	3	0	0	0	6	0
CDC42BPA	2	8	6	3	1	0	0	14	3	6	1	1	3	8	6	6	1	1	1	5	0
ZNF678	1	5	7	1	0	0	0	3	3	0	3	1	6	3	4	0	3	4	4	3	0
SNAP47	0	1	4	5	0	0	0	3	2	0	1	1	6	1	4	3	1	4	2	3	0
JMJD4	0	1	4	5	0	0	0	3	2	0	1	1	5	1	4	3	1	3	2	3	0
WNT9A	0	2	0	4	1	1	0	4	0	0	1	0	4	4	1	2	0	0	0	0	0
WNT3A	0	1	0	1	1	0	0	2	0	1	1	0	3	0	2	2	0	0	0	0	0
ARF1	1	3	9	3	0	2	0	7	0	2	6	5	5	7	11	5	1	1	1	3	0
C1orf35	3	3	13	6	0	4	0	10	3	2	6	7	8	12	10	8	2	2	2	5	0
MRPL55	3	3	13	6	0	4	0	10	3	2	6	7	8	12	10	8	2	2	2	5	0
GUK1	4	5	16	11	0	4	0	11	6	2	6	10	9	12	12	10	4	3	3	7	0
IBA57-AS1	6	3	13	10	0	2	0	10	6	1	6	7	7	12	8	10	5	4	3	7	0
IBA57	6	3	13	10	0	2	0	10	6	1	6	7	7	12	8	10	5	4	3	7	0
OBSCN	3	3	7	6	1	0	0	5	3	2	3	5	6	7	5	6	4	3	2	5	0
TRIM11	0	8	8	6	1	2	0	8	3	4	2	2	7	7	7	10	4	5	5	4	0
TRIM17	2	9	14	10	1	3	0	10	3	5	6	8	10	13	8	12	5	8	5	7	0
HIST3H3	2	9	11	8	1	2	0	7	1	4	6	6	7	9	7	11	4	6	3	5	0
HIST3H2A	6	11	12	12	0	3	1	11	2	3	15	11	12	9	9	11	5	11	6	8	0
HIST3H2BB	6	11	12	12	0	3	1	10	2	3	15	11	12	9	9	11	5	11	6	8	0
RNF187	8	8	13	14	0	3	1	16	3	3	17	12	13	9	10	12	4	12	7	9	0
RHOU	0	0	0	1	0	0	0	1	0	1	2	0	1	2	1	3	0	1	0	0	0
RAB4A	1	7	5	2	0	0	0	3	1	3	1	1	2	1	5	4	0	4	2	3	0
CCSAP	2	2	2	2	0	0	0	0	0	0	1	2	0	6	2	2	0	1	0	0	0
ACTA1	0	0	1	1	0	0	0	2	1	2	1	0	1	3	3	6	0	1	1	1	0
NUP133	1	2	4	4	0	1	2	5	2	2	0	3	3	3	5	4	1	1	4	4	0
ABCB10	1	3	5	5	0	2	1	5	3	2	1	4	5	5	4	3	1	1	3	2	0
TAF5L	0	0	2	1	0	1	0	1	0	0	1	3	4	2	1	2	0	0	0	2	0
URB2	0	0	2	1	0	1	0	1	0	0	1	3	4	2	1	2	0	0	0	2	0
GALNT2	1	6	1	3	0	0	0	6	2	0	4	3	5	1	6	2	1	2	4	6	0
COG2	0	3	3	3	1	0	0	0	0	0	1	2	6	2	2	3	1	1	1	1	0
AGT	0	6	2	2	0	0	0	0	0	0	1	1	2	1	3	1	1	3	3	1	0
C1orf198	0	6	1	0	0	0	0	2	0	3	1	2	1	2	1	3	0	1	1	1	0
TTC13	1	0	3	2	0	1	1	4	1	1	4	3	2	1	5	4	0	5	2	1	0
ARV1	1	0	3	2	0	1	1	4	1	1	4	3	2	1	5	4	0	5	2	1	0
FAM89A	5	4	6	1	0	0	0	5	3	1	13	2	6	7	12	5	2	6	6	7	1
GNPAT	1	3	5	4	0	0	0	3	3	2	4	2	5	5	5	4	2	3	3	6	0
C1orf131	1	3	5	4	0	0	0	3	3	2	4	2	5	5	5	4	2	3	3	6	0
EXOC8	0	2	2	1	0	0	0	1	0	2	4	1	2	4	1	3	0	0	0	2	0
SPRTN	0	2	2	1	0	0	0	1	0	2	4	1	2	4	1	3	0	0	0	2	0
TSNAX	1	0	4	3	0	0	0	1	1	2	5	2	1	2	4	0	0	2	1	2	0
DISC1	1	1	2	0	0	0	0	1	1	0	1	0	2	1	2	3	0	1	1	0	0
NTPCR	0	7	4	2	0	0	0	0	0	3	1	1	1	2	3	1	0	1	0	2	0
KCNK1	2	3	2	3	0	0	1	6	2	1	5	2	6	4	5	0	1	4	3	7	0
SLC35F3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
TOMM20	4	3	9	5	0	1	0	10	3	3	9	6	9	7	3	7	1	2	2	6	0
RBM34	4	2	4	3	0	1	0	4	1	2	4	4	7	6	2	3	0	2	2	4	0
ARID4B	2	1	4	1	0	4	0	9	1	1	2	8	10	5	8	2	0	1	1	2	0
GGPS1	2	1	4	1	0	4	0	9	1	1	2	8	10	5	8	2	0	1	1	2	0
TBCE	0	1	5	1	0	4	0	9	1	1	2	5	7	5	8	2	0	2	2	4	0
B3GALNT2	0	3	2	2	0	0	0	4	0	1	6	3	4	2	2	0	0	0	0	3	0
GNG4	0	2	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0
LYST	0	2	2	2	0	0	0	1	1	1	2	0	4	2	5	1	0	0	1	1	0
NID1	1	2	0	2	0	1	0	2	1	1	3	2	0	2	4	2	0	1	1	1	0
GPR137B	1	5	3	2	0	1	0	2	1	3	5	2	2	2	3	2	0	1	1	1	0
EDARADD	3	2	8	1	0	0	0	10	3	1	6	4	7	4	10	1	4	3	3	8	0
LGALS8	5	8	7	6	0	0	1	8	2	2	3	1	1	1	5	2	2	3	3	6	0
HEATR1	0	3	4	1	1	0	0	3	1	0	1	2	1	1	2	2	0	1	1	2	0
ACTN2	0	0	0	2	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0
MTR	0	0	3	2	0	0	0	3	0	0	3	2	2	4	1	2	3	0	0	2	0
CHRM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREM2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FH	3	5	3	0	0	0	0	3	0	2	2	3	2	2	4	4	1	3	4	7	0
KMO	3	5	3	0	0	0	0	3	0	2	2	3	2	2	4	4	1	3	4	7	0
OPN3	0	9	3	3	0	0	1	10	1	2	3	2	1	2	4	2	0	3	2	4	0
EXO1	2	3	3	2	0	1	0	5	2	5	5	5	4	3	4	2	1	2	2	6	1
MAP1LC3C	0	6	2	2	0	0	0	2	1	3	2	1	3	5	6	5	0	1	1	3	0
PLD5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
CEP170	5	3	5	3	0	0	0	5	2	1	4	7	3	2	7	0	4	2	1	7	0
SDCCAG8	5	3	5	3	0	0	0	5	2	1	4	7	3	2	6	0	4	2	1	7	0
AKT3	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ZBTB18	0	3	2	4	0	0	0	0	0	1	1	0	1	2	3	4	0	1	1	2	1
ADSS	1	1	1	1	0	1	0	2	0	1	4	4	3	1	3	2	2	2	2	2	0
C1orf101	1	1	1	1	0	1	0	2	0	1	4	4	3	1	2	2	2	2	2	2	0
COX20	4	2	6	3	0	1	0	5	1	4	2	7	4	3	2	7	0	1	1	10	0
