CTCF	EP300	GABPA	MAFK	NFE2L2	REST
UTP20	1	0	0	0	0	0
ARL1	3	1	0	1	0	0
SPIC	3	1	0	1	0	0
MYBPC1	2	0	0	0	0	0
CHPT1	5	0	0	0	0	0
GNPTAB	8	1	0	1	0	0
DRAM1	8	2	1	1	0	1
CCDC53	1	0	2	2	0	0
NUP37	2	0	2	2	0	0
PARPBP	2	0	2	2	0	0
PMCH	2	0	1	0	0	0
IGF1	2	2	0	1	0	0
PAH	3	0	0	0	0	3
ASCL1	3	0	0	0	0	1
C12orf42	5	0	0	1	0	0
STAB2	6	0	0	1	0	0
NT5DC3	7	2	1	1	0	0
HSP90B1	3	3	3	3	0	1
C12orf73	2	3	3	3	0	1
TDG	3	2	3	3	0	1
GLT8D2	2	3	1	1	0	0
HCFC2	2	3	1	1	0	0
NFYB	7	6	0	1	2	0
TXNRD1	7	10	0	2	4	1
EID3	5	7	0	3	4	1
CHST11	4	1	0	0	0	1
SLC41A2	2	3	0	3	2	0
C12orf45	2	2	0	2	1	0
ALDH1L2	1	0	1	3	1	0
APPL2	4	1	1	1	0	2
C12orf75	8	0	1	0	0	0
NUAK1	5	2	0	2	0	0
CKAP4	9	1	0	1	0	0
TCP11L2	10	2	1	2	0	0
POLR3B	7	2	1	1	0	0
RFX4	0	0	0	1	1	0
RIC8B	3	1	1	0	0	0
CRY1	7	0	0	1	0	0
BTBD11	2	0	0	0	0	0
PWP1	7	0	1	4	3	0
PRDM4	4	0	1	4	3	0
WSCD2	2	0	0	0	0	4
CMKLR1	3	0	0	0	1	3
FICD	9	1	2	1	1	1
SART3	11	3	4	3	0	2
ISCU	11	3	4	3	0	2
TMEM119	11	5	5	3	1	1
SELPLG	9	5	5	3	1	1
CORO1C	7	2	2	2	1	1
SSH1	7	4	0	3	2	2
USP30	4	2	2	0	1	2
ALKBH2	4	2	2	0	1	1
UNG	4	2	2	0	1	1
ACACB	4	2	2	0	1	0
FOXN4	9	0	0	0	0	1
KCTD10	8	0	2	0	0	1
UBE3B	8	0	2	0	0	1
MMAB	4	0	2	0	0	2
MVK	4	0	2	0	0	2
TRPV4	16	2	0	0	0	2
GLTP	12	2	0	0	0	0
TCHP	10	2	2	0	0	0
GIT2	6	1	3	1	0	0
ANKRD13A	6	1	3	1	0	0
IFT81	4	1	2	2	0	0
ATP2A2	4	0	0	1	0	2
ANAPC7	7	1	1	0	1	0
ARPC3	7	1	1	0	1	0
FAM216A	7	1	1	0	1	0
GPN3	7	1	1	0	1	0
VPS29	9	1	1	0	1	0
RAD9B	9	1	1	0	1	0
PPTC7	6	1	0	0	1	0
TCTN1	6	0	0	0	0	0
HVCN1	5	0	1	0	0	0
PPP1CC	4	0	1	0	0	0
MYL2	7	0	0	0	0	0
CUX2	2	0	0	0	0	1
FAM109A	10	4	1	1	0	0
ATXN2	7	1	2	0	0	0
BRAP	7	0	2	1	0	0
ACAD10	7	0	2	1	0	0
ALDH2	7	0	1	1	1	0
MAPKAPK5	5	0	0	1	1	0
TMEM116	1	1	2	3	1	0
ERP29	1	1	2	3	1	0
NAA25	3	3	4	4	1	0
TRAFD1	3	3	3	3	1	0
PTPN11	3	0	3	0	1	0
RPL6	3	0	3	0	1	0
RPH3A	4	0	0	2	1	4
OAS1	8	0	1	6	1	6
OAS3	8	0	1	6	0	5
OAS2	9	0	1	5	0	5
DTX1	11	0	1	1	0	1
RASAL1	8	3	1	1	0	1
DDX54	6	3	1	1	0	1
RITA1	6	3	1	1	0	1
IQCD	8	3	0	1	0	1
TPCN1	8	3	0	1	0	1
SLC8B1	7	0	2	0	0	4
PLBD2	9	0	2	0	0	4
SDS	11	0	2	0	0	4
SDSL	8	0	2	0	0	4
LHX5	8	0	1	0	0	2
RBM19	10	0	1	0	0	1
TBX5	1	0	0	0	0	0
TBX3	7	3	0	1	1	0
MED13L	2	0	0	1	0	0
MAP1LC3B2	3	3	0	1	0	1
C12orf49	9	0	1	1	1	0
RNFT2	9	0	1	1	1	0
HRK	4	0	2	0	0	2
FBXW8	4	0	2	0	0	2
TESC	6	2	0	2	0	1
FBXO21	8	2	0	1	0	1
NOS1	1	0	0	0	0	0
KSR2	7	1	1	0	0	2
RFC5	4	1	1	0	0	3
WSB2	5	1	1	0	0	3
VSIG10	8	1	1	0	0	3
PEBP1	6	1	0	0	0	3
TAOK3	4	1	1	0	0	2
SUDS3	4	1	1	0	0	2
SRRM4	4	0	0	0	0	3
HSPB8	4	2	0	1	1	1
CCDC60	3	0	0	0	0	1
TMEM233	5	0	1	0	0	2
PRKAB1	5	0	1	0	0	0
CIT	9	1	1	1	0	1
RAB35	3	6	2	7	5	0
RPLP0	10	8	3	11	7	1
PXN	17	7	3	10	4	1
MSI1	13	1	1	4	2	1
COX6A1	9	2	2	3	1	1
TRIAP1	9	2	2	3	1	1
GATC	9	2	2	3	1	1
SRSF9	6	2	2	3	1	1
DYNLL1	6	2	2	3	1	1
COQ5	10	2	3	3	1	1
RNF10	9	2	3	3	1	1
POP5	6	1	1	2	0	2
CABP1	9	0	3	0	0	1
MLEC	8	0	2	0	0	1
UNC119B	8	0	2	0	0	1
ACADS	8	0	2	1	0	1
SPPL3	4	0	0	1	0	1
HNF1A	9	0	0	0	0	1
C12orf43	12	0	0	0	0	1
OASL	13	0	0	0	0	2
P2RX7	8	1	0	0	0	1
P2RX4	4	1	0	0	0	1
CAMKK2	4	0	1	1	1	0
ANAPC5	3	0	2	1	1	0
RNF34	7	0	2	1	1	0
KDM2B	8	0	0	0	0	0
ORAI1	7	2	2	1	0	0
TMEM120B	14	4	5	4	1	0
RHOF	12	4	5	3	1	0
SETD1B	12	4	5	3	1	0
HPD	11	2	4	1	1	0
PSMD9	11	2	4	1	1	0
MLXIP	5	0	0	0	1	0
LRRC43	8	1	2	0	2	1
B3GNT4	8	1	2	0	2	1
VPS33A	6	1	2	0	2	1
CLIP1	4	6	2	2	2	1
ZCCHC8	1	5	3	1	0	1
RSRC2	1	4	1	1	0	1
KNTC1	1	4	1	1	0	1
HCAR2	4	2	1	1	2	0
HCAR3	4	2	1	1	2	0
HCAR1	4	2	1	1	2	0
DENR	4	3	1	1	2	0
HIP1R	8	3	2	1	2	0
VPS37B	9	3	5	1	0	1
ABCB9	8	3	5	1	0	1
OGFOD2	7	3	5	1	0	1
ARL6IP4	7	3	5	1	0	1
PITPNM2	3	2	2	2	1	0
C12orf65	2	0	0	1	2	0
CDK2AP1	3	0	0	1	2	1
SBNO1	3	0	1	1	1	1
RILPL2	3	1	2	2	0	1
SNRNP35	3	1	2	2	0	1
RILPL1	4	3	3	2	1	1
TMED2	3	2	2	1	1	1
DDX55	3	2	2	1	1	1
GTF2H3	3	2	3	1	1	1
EIF2B1	3	2	3	1	1	1
TCTN2	5	2	3	1	1	1
ATP6V0A2	5	1	2	0	1	0
CCDC92	6	0	0	0	0	2
ZNF664	6	0	0	0	0	2
FAM101A	6	4	0	2	0	1
SCARB1	9	15	3	9	6	0
UBC	9	14	3	9	6	0
DHX37	9	12	3	7	5	0
BRI3BP	10	12	3	7	5	0
AACS	5	0	0	0	0	0
SLC15A4	2	0	1	0	0	1
GLT1D1	2	0	1	0	0	1
FZD10	11	9	0	3	1	1
RIMBP2	0	0	0	1	0	3
STX2	11	2	0	0	0	1
RAN	8	2	0	0	0	1
SFSWAP	4	2	1	1	1	4
MMP17	11	3	0	4	1	4
ULK1	11	2	1	3	1	3
PUS1	10	2	1	3	1	1
EP400	7	2	1	3	1	1
EP400NL	6	1	1	1	2	1
DDX51	7	1	1	1	1	1
NOC4L	7	1	1	1	1	1
FBRSL1	11	2	1	1	1	1
POLE	3	0	2	1	0	0
PXMP2	3	0	2	1	0	0
PGAM5	3	0	2	1	0	0
ANKLE2	1	0	4	0	0	0
GOLGA3	2	0	2	0	0	0
CHFR	1	0	4	1	0	0
ZNF605	1	0	3	1	0	0
ZNF26	1	0	4	1	0	0
ZNF84	0	0	4	1	0	1
ZNF140	0	0	3	1	0	1
ZNF891	1	0	3	0	0	1
ZNF10	1	0	3	0	0	1
ZNF268	1	0	1	0	0	1
TUBA3C	2	0	0	0	0	1
MPHOSPH8	2	0	1	2	0	0
PSPC1	3	0	0	0	0	0
ZMYM5	5	0	0	0	0	0
ZMYM2	3	0	0	0	0	0
GJA3	4	0	0	1	1	0
GJB2	4	0	0	1	1	0
GJB6	6	0	0	1	1	0
CRYL1	3	1	0	0	1	0
IFT88	3	0	0	0	1	0
IL17D	3	0	0	1	0	0
XPO4	3	1	0	0	0	0
LATS2	2	2	0	0	0	0
SKA3	2	0	0	0	0	0
ZDHHC20	3	0	0	0	0	0
MICU2	3	0	0	0	0	0
FGF9	2	0	0	0	0	0
SGCG	2	0	0	0	0	0
SACS	3	0	0	0	0	1
TNFRSF19	2	0	0	0	0	0
MIPEP	6	0	0	0	0	0
SPATA13	7	0	0	0	0	0
PARP4	2	0	1	0	0	0
ATP12A	6	0	0	0	0	1
RNF17	5	0	0	0	0	1
CENPJ	4	0	0	1	1	0
PABPC3	7	0	0	1	0	0
AMER2	4	0	0	0	0	0
MTMR6	4	0	1	0	0	0
ATP8A2	2	0	1	1	0	0
RNF6	2	0	1	0	0	1
CDK8	1	0	1	0	0	1
WASF3	4	0	0	0	0	1
USP12	2	1	1	1	0	0
RPL21	4	1	1	1	0	0
RASL11A	6	1	1	1	0	0
MTIF3	10	0	2	1	1	0
LNX2	4	1	0	0	0	0
POLR1D	4	1	0	0	0	0
GSX1	7	0	0	0	1	1
PDX1	8	0	0	0	1	0
CDX2	6	0	0	0	0	0
FLT3	2	0	0	0	0	0
PAN3	2	0	0	0	0	0
FLT1	0	0	0	0	0	0
POMP	1	3	1	1	1	0
SLC46A3	3	3	1	1	1	0
MTUS2	1	0	0	0	1	0
SLC7A1	1	0	0	0	0	0
UBL3	1	4	0	3	2	0
KATNAL1	1	0	0	0	1	0
HMGB1	6	2	1	0	0	1
USPL1	6	2	1	0	0	1
ALOX5AP	7	3	1	0	0	1
MEDAG	4	0	0	0	0	0
HSPH1	3	1	2	0	0	1
RXFP2	4	0	0	0	0	0
FRY	2	2	0	0	0	0
ZAR1L	6	0	0	0	0	0
BRCA2	7	0	0	0	0	0
N4BP2L1	4	0	0	0	0	0
N4BP2L2	3	0	0	0	0	0
PDS5B	3	0	0	0	0	0
KL	2	0	0	0	0	0
STARD13	3	1	0	2	1	2
RFC3	3	0	1	0	0	1
NBEA	0	1	0	0	1	3
MAB21L1	0	0	0	0	1	0
DCLK1	0	2	0	0	0	3
SOHLH2	2	2	0	0	0	2
CCDC169	3	0	0	0	1	0
CCDC169-SOHLH2	3	0	0	0	1	0
SPG20	4	0	0	0	1	0
CCNA1	3	0	0	0	1	1
SERTM1	1	0	0	0	0	0
RFXAP	4	0	0	0	0	0
SMAD9	4	1	1	0	0	0
ALG5	3	1	2	0	0	0
EXOSC8	3	1	2	0	0	0
SUPT20H	4	1	2	0	0	0
POSTN	1	1	0	1	0	0
TRPC4	0	0	0	0	0	0
UFM1	1	0	1	0	0	0
FREM2	1	0	0	0	0	1
PROSER1	3	0	1	0	0	0
NHLRC3	3	0	1	0	0	0
LHFP	2	0	0	1	0	0
COG6	2	0	0	1	0	0
FOXO1	2	0	0	0	0	0
MRPS31	4	1	2	1	0	1
SLC25A15	3	1	2	1	0	1
ELF1	3	2	0	1	0	1
WBP4	3	3	0	1	0	1
KBTBD6	3	3	0	2	0	1
KBTBD7	1	1	1	1	0	0
MTRF1	2	0	1	1	0	0
NAA16	3	0	1	2	0	0
RGCC	2	0	0	2	0	0
VWA8	4	0	1	0	0	0
DGKH	4	0	1	0	0	0
AKAP11	3	0	0	0	0	0
TNFSF11	2	0	0	3	0	0
FAM216B	1	1	0	1	0	1
EPSTI1	2	2	0	1	0	0
DNAJC15	2	2	0	1	0	0
ENOX1	2	0	1	1	1	1
LACC1	4	0	1	1	1	0
SERP2	0	11	0	1	3	1
TSC22D1	2	0	0	1	1	0
NUFIP1	5	2	2	4	0	0
GPALPP1	5	2	2	4	0	0
GTF2F2	1	2	0	0	0	0
KCTD4	1	3	0	0	0	0
TPT1	5	3	1	1	0	0
SLC25A30	8	2	2	2	0	0
COG3	6	1	1	1	0	0
SIAH3	3	0	0	0	0	0
ZC3H13	1	0	1	0	0	0
LCP1	3	0	0	0	0	0
LRRC63	4	0	0	0	1	0
KIAA0226L	1	0	0	0	1	0
LRCH1	2	0	1	1	0	0
ESD	4	0	0	0	0	0
HTR2A	5	0	0	0	0	0
SUCLA2	3	0	2	3	0	1
NUDT15	4	0	2	3	0	1
MED4	4	0	2	3	0	1
ITM2B	2	0	1	0	1	0
RB1	2	0	1	0	1	0
LPAR6	0	0	0	1	0	0
RCBTB2	2	0	0	1	0	0
FNDC3A	0	3	0	2	1	1
CDADC1	4	0	1	1	0	0
CAB39L	3	0	1	0	0	0
SETDB2	3	0	1	0	0	0
PHF11	4	0	1	0	0	0
RCBTB1	8	0	0	1	0	0
ARL11	7	0	0	2	0	0
EBPL	6	0	0	2	0	0
KPNA3	3	0	0	1	0	0
SPRYD7	5	0	0	2	0	0
TRIM13	3	0	0	2	0	0
KCNRG	3	0	0	3	0	0
DLEU1	1	0	1	4	0	0
RNASEH2B	3	0	0	0	0	0
FAM124A	5	0	0	2	0	3
INTS6	0	2	2	1	0	2
WDFY2	1	5	4	1	0	1
DHRS12	8	1	0	0	1	1
ATP7B	5	0	1	0	0	0
ALG11	5	0	1	0	0	0
NEK5	3	0	1	0	0	0
NEK3	3	0	1	0	0	0
THSD1	1	0	1	0	0	0
VPS36	1	0	1	0	0	0
CKAP2	1	0	1	0	0	0
HNRNPA1L2	1	0	2	0	0	0
SUGT1	1	0	2	0	0	0
LECT1	2	0	1	0	0	0
PCDH8	5	0	0	0	0	0
DIAPH3	3	1	1	1	0	0
TDRD3	8	0	1	2	0	0
PCDH20	0	0	0	0	0	0
PCDH9	1	0	0	1	0	0
DACH1	1	0	0	0	0	0
BORA	2	0	2	0	0	0
MZT1	2	0	2	0	0	0
PIBF1	1	0	2	0	0	0
DIS3	1	0	2	0	0	0
KLF5	0	9	0	3	1	2
KLF12	1	0	0	0	1	0
TBC1D4	6	2	2	0	0	0
COMMD6	4	1	2	0	0	0
UCHL3	4	1	2	0	0	0
KCTD12	2	0	0	1	0	1
FBXL3	2	2	1	2	1	1
MYCBP2	1	0	1	1	0	0
SCEL	4	1	1	0	0	2
SLAIN1	1	0	0	0	0	0
EDNRB	0	0	0	0	1	0
POU4F1	1	0	0	0	0	1
RNF219	1	0	0	1	0	1
RBM26	3	1	1	3	0	1
NDFIP2	3	1	1	3	0	1
SPRY2	4	1	1	0	0	1
SLITRK6	2	1	0	0	0	0
GPC5	6	0	1	1	0	1
GPC6	2	0	0	0	0	1
DCT	4	1	1	1	0	2
TGDS	5	1	1	1	0	2
GPR180	5	1	1	1	0	2
SOX21	4	0	0	1	0	0
ABCC4	4	1	0	3	1	0
CLDN10	4	0	1	0	2	0
DZIP1	3	0	0	0	0	1
DNAJC3	4	0	0	0	0	1
UGGT2	3	0	1	0	0	0
MBNL2	2	8	0	4	0	0
RAP2A	3	0	0	0	0	0
IPO5	4	0	0	0	0	0
FARP1	1	0	0	0	0	0
STK24	5	3	0	2	0	0
SLC15A1	4	1	0	0	0	0
DOCK9	3	1	1	1	0	0
UBAC2	5	1	1	4	0	1
GPR18	5	0	1	4	0	1
GPR183	3	0	0	3	0	1
TM9SF2	6	0	2	2	0	2
CLYBL	6	0	0	0	0	0
ZIC2	4	0	1	0	0	0
PCCA	0	1	1	0	0	0
GGACT	7	0	0	0	0	0
TMTC4	6	0	0	0	0	0
NALCN	3	3	0	2	0	2
ITGBL1	4	3	0	2	0	2
TPP2	4	2	1	2	0	2
TEX30	5	5	2	0	1	1
BIVM	5	5	2	0	1	1
KDELC1	5	5	2	0	1	1
ERCC5	5	3	2	1	1	1
SLC10A2	2	0	0	0	0	0
ARGLU1	2	0	1	0	0	0
FAM155A	0	0	0	0	0	1
LIG4	4	1	2	0	0	1
ABHD13	4	1	2	0	0	1
TNFSF13B	5	1	2	0	0	1
MYO16	2	0	0	0	0	0
IRS2	5	9	0	2	2	1
COL4A1	5	2	0	3	0	2
COL4A2	5	2	0	3	0	2
RAB20	5	1	1	0	0	0
CARS2	5	2	4	0	2	2
ING1	5	2	4	0	2	2
ANKRD10	8	2	2	2	1	0
ARHGEF7	6	0	1	2	0	1
SOX1	0	0	0	0	0	0
TUBGCP3	5	1	1	1	0	0
ATP11A	4	0	0	1	0	0
MCF2L	6	1	0	0	0	0
F10	7	4	2	3	1	0
CUL4A	5	4	2	3	1	0
PCID2	5	4	2	3	1	0
LAMP1	6	2	2	2	1	0
GRTP1	9	6	3	0	0	0
ADPRHL1	8	6	3	1	0	0
DCUN1D2	8	6	3	1	0	0
TMCO3	8	6	3	1	0	0
TFDP1	3	1	0	1	0	0
TMEM255B	4	0	0	0	0	1
GAS6	2	0	0	0	0	1
RASA3	6	2	0	0	2	0
CDC16	5	3	3	1	1	0
UPF3A	4	3	3	1	1	0
CHAMP1	4	3	3	1	1	0
TTC5	4	0	1	2	1	0
CCNB1IP1	6	0	2	2	0	1
PARP2	6	0	2	2	0	1
TEP1	5	1	4	3	2	1
OSGEP	4	1	3	2	2	1
APEX1	4	1	3	2	2	1
TMEM55B	4	1	3	2	2	1
PNP	4	1	3	2	2	1
RNASE11	8	3	1	1	0	2
ANG	8	3	1	1	0	2
RNASE4	8	3	1	1	0	2
RNASE6	10	0	1	1	0	2
RNASE1	7	0	0	0	0	1
RNASE3	14	0	2	1	1	1
RNASE2	13	0	2	1	1	1
METTL17	11	0	2	1	1	0
SLC39A2	13	0	2	1	1	1
RNASE7	17	3	2	2	1	1
ARHGEF40	15	3	2	2	1	1
NDRG2	15	3	2	2	1	1
TMEM253	11	3	0	1	0	1
ZNF219	11	3	0	1	0	1
HNRNPC	2	1	1	0	0	2
SUPT16H	4	1	4	4	0	1
CHD8	4	2	5	5	0	0
RAB2B	5	2	5	5	0	0
TOX4	5	2	5	5	0	0
METTL3	5	2	4	3	0	0
SALL2	5	2	4	3	0	0
DAD1	10	3	2	1	2	0
ABHD4	9	4	2	2	2	0
OXA1L	9	1	3	1	1	1
SLC7A7	10	1	3	1	0	1
MRPL52	10	2	4	1	1	1
MMP14	11	2	4	2	1	1
LRP10	12	2	3	2	1	1
REM2	13	2	3	2	1	1
RBM23	16	2	3	3	1	1
PRMT5	16	2	3	3	1	1
HAUS4	15	2	2	4	2	2
AJUBA	16	1	2	5	2	2
C14orf93	16	1	4	6	2	2
PSMB5	17	2	4	6	2	1
CDH24	17	2	3	7	2	2
C14orf119	13	2	3	9	2	3
ACIN1	13	2	3	9	2	3
CEBPE	12	3	3	8	2	3
SLC7A8	6	3	3	5	1	2
HOMEZ	12	4	2	4	0	1
PPP1R3E	11	4	2	4	0	1
BCL2L2	11	4	2	4	0	1
PABPN1	11	3	2	4	0	1
SLC22A17	11	3	2	4	0	1
EFS	11	3	2	4	0	1
CMTM5	12	4	3	4	0	1
NGDN	12	1	2	1	0	1
THTPA	12	1	2	1	0	1
ZFHX2	14	1	2	1	0	1
AP1G2	14	1	2	1	0	1
JPH4	12	0	1	1	0	1
DHRS2	12	0	1	0	0	0
DHRS4	7	0	0	1	1	1
DHRS4L2	8	0	0	1	1	1
CPNE6	8	1	3	3	3	2
NRL	8	1	3	3	3	2
PCK2	8	2	4	4	3	2
DCAF11	7	2	6	4	3	2
PSME1	7	2	7	5	4	2
EMC9	6	2	7	5	4	2
PSME2	8	2	8	5	4	2
RNF31	8	2	8	5	4	2
IRF9	7	2	8	5	4	1
REC8	8	2	9	5	4	1
IPO4	11	2	9	6	4	1
TM9SF1	10	2	9	6	4	1
CHMP4A	13	2	10	5	5	1
MDP1	13	2	8	4	3	1
NEDD8	14	2	8	4	3	1
NEDD8-MDP1	14	2	8	4	3	1
GMPR2	14	2	8	4	3	1
TINF2	14	2	8	4	3	1
TGM1	14	1	7	3	3	0
RABGGTA	15	1	7	3	3	0
DHRS1	16	0	5	2	3	0
NOP9	16	0	5	2	3	0
LTB4R2	16	0	5	4	3	0
CIDEB	16	0	5	4	3	0
LTB4R	16	0	5	4	3	0
ADCY4	18	0	4	3	1	0
RIPK3	19	0	4	3	1	0
NFATC4	17	0	4	4	1	0
NYNRIN	12	0	3	3	1	0
KHNYN	10	0	2	3	0	1
CBLN3	10	0	2	3	0	1
SDR39U1	8	0	2	3	0	1
CTSG	2	0	0	0	0	1
GZMB	4	0	0	0	0	0
STXBP6	4	0	0	3	0	0
NOVA1	0	0	0	0	0	0
FOXG1	3	0	0	0	0	0
PRKD1	1	0	0	0	0	0
G2E3	4	1	2	1	1	1
SCFD1	3	1	2	1	1	1
COCH	1	0	0	0	0	0
AP4S1	4	1	0	1	0	0
STRN3	4	1	0	1	0	0
HECTD1	5	1	1	2	1	0
DTD2	3	2	0	2	2	1
NUBPL	1	0	0	0	0	0
ARHGAP5	2	2	0	1	0	0
AKAP6	4	1	0	2	0	1
EGLN3	2	2	0	2	2	1
SPTSSA	3	2	1	3	3	1
EAPP	3	1	1	2	1	0
SNX6	3	3	2	2	0	1
CFL2	3	3	1	3	0	1
BAZ1A	1	0	0	0	1	0
SRP54	2	0	2	4	1	1
FAM177A1	1	0	3	4	2	1
KIAA0391	1	2	2	0	2	1
PPP2R3C	1	2	2	0	2	1
PSMA6	3	5	3	4	1	2
NFKBIA	8	7	2	2	1	3
INSM2	1	0	0	0	0	3
RALGAPA1	5	1	2	0	0	0
BRMS1L	5	1	2	0	0	0
MBIP	2	0	0	0	0	0
SFTA3	5	0	0	0	0	0
NKX2-1	5	0	0	0	0	0
NKX2-8	5	0	1	0	0	0
PAX9	4	1	1	0	0	0
SLC25A21	4	0	1	0	0	0
MIPOL1	4	0	1	0	0	0
FOXA1	2	1	0	2	1	0
SSTR1	2	7	0	3	1	0
CLEC14A	2	6	0	3	1	0
SEC23A	3	1	3	1	0	0
GEMIN2	3	1	3	1	0	0
TRAPPC6B	1	3	4	5	1	0
PNN	1	3	4	5	1	0
CTAGE5	0	3	3	5	1	0
FBXO33	7	0	1	2	1	0
LRFN5	1	0	0	0	0	0
C14orf28	3	1	1	2	0	2
KLHL28	1	1	1	1	0	2
FAM179B	1	1	1	1	0	2
PRPF39	1	0	2	0	0	0
FKBP3	2	0	2	0	0	0
FANCM	2	0	2	0	0	0
MIS18BP1	3	0	0	0	0	0
RPS29	5	1	3	2	1	5
LRR1	4	1	3	2	1	5
RPL36AL	4	0	3	2	1	5
MGAT2	4	0	3	2	1	5
DNAAF2	4	0	3	2	1	5
POLE2	2	0	4	3	0	4
KLHDC1	2	0	4	3	0	3
KLHDC2	6	1	2	1	0	0
NEMF	6	4	3	3	0	0
ARF6	6	5	2	3	0	0
VCPKMT	3	2	0	3	2	1
SOS2	3	1	0	1	1	0
L2HGDH	4	1	0	2	0	0
MAP4K5	4	3	0	0	0	3
ATL1	4	3	0	0	0	3
SAV1	3	2	0	0	1	0
NIN	3	0	0	0	1	0
ABHD12B	5	2	0	2	0	0
PYGL	3	2	0	2	0	0
TRIM9	2	0	0	0	0	1
TMX1	3	0	0	1	0	0
FRMD6	1	2	1	1	1	0
GNG2	3	0	0	1	0	3
C14orf166	5	3	0	5	3	0
NID2	7	5	0	5	3	0
PTGER2	1	1	0	3	2	0
TXNDC16	2	1	1	1	1	0
GPR137C	2	1	1	1	1	0
PSMC6	1	0	4	1	1	2
STYX	1	0	4	2	2	2
GNPNAT1	1	3	4	2	3	2
FERMT2	3	1	0	1	0	0
DDHD1	4	0	0	0	0	0
BMP4	3	0	0	0	0	0
CDKN3	7	3	2	1	0	2
CNIH1	7	3	1	0	0	0
GMFB	9	3	2	0	0	1
CGRRF1	9	3	2	0	0	1
SAMD4A	8	3	2	0	0	1
GCH1	5	0	1	0	0	0
WDHD1	2	5	3	4	2	1
SOCS4	2	5	3	4	2	1
MAPK1IP1L	5	5	4	4	2	1
LGALS3	6	5	4	4	1	2
DLGAP5	6	3	3	3	1	2
FBXO34	4	0	1	1	0	1
ATG14	5	3	0	0	2	0
KTN1	2	0	0	1	0	1
PELI2	1	1	0	1	1	2
TMEM260	9	1	0	0	0	1
OTX2	2	0	0	1	0	4
AP5M1	3	0	1	0	0	0
EXOC5	3	0	1	0	0	0
NAA30	2	0	0	1	0	0
C14orf105	3	0	0	1	0	1
C14orf37	4	3	2	2	2	2
ACTR10	3	3	2	3	2	2
PSMA3	1	3	2	3	2	1
ARID4A	2	3	3	2	1	0
TOMM20L	3	2	4	1	0	0
KIAA0586	4	2	3	0	0	0
TIMM9	4	2	3	0	0	0
DACT1	3	0	0	0	0	0
DAAM1	4	3	0	2	0	1
GPR135	4	0	1	1	1	1
L3HYPDH	8	0	1	1	1	1
RTN1	4	0	0	0	0	2
DHRS7	4	2	2	2	3	0
PPM1A	5	1	2	2	2	0
C14orf39	1	0	0	1	0	2
SIX6	1	0	0	1	0	2
SIX1	2	0	1	2	1	0
SIX4	1	1	1	1	1	0
MNAT1	0	1	1	1	1	0
TRMT5	1	1	0	2	1	1
SLC38A6	1	1	0	2	1	1
TMEM30B	7	0	0	1	0	0
PRKCH	6	0	0	1	0	0
HIF1A	2	0	1	1	1	0
SNAPC1	4	0	1	0	1	0
KCNH5	2	2	0	1	0	1
RHOJ	4	0	0	0	1	1
PPP2R5E	4	3	3	3	0	1
WDR89	2	4	3	1	0	2
SGPP1	2	4	2	1	0	2
SYNE2	3	0	0	0	0	0
ESR2	4	1	1	3	1	0
MTHFD1	4	1	1	3	1	0
AKAP5	3	0	1	1	0	0
ZBTB1	3	1	1	1	0	0
ZBTB25	3	1	1	1	0	0
HSPA2	4	2	1	0	1	0
PPP1R36	4	2	1	0	1	0
PLEKHG3	11	3	0	0	1	0
SPTB	11	2	0	0	0	1
CHURC1	8	0	0	1	0	0
CHURC1-FNTB	8	0	0	1	0	0
GPX2	7	0	0	1	0	0
RAB15	7	0	0	1	0	0
FNTB	7	0	0	1	0	0
MAX	3	1	0	1	0	0
FUT8	2	2	0	0	1	0
GPHN	1	0	0	0	0	2
MPP5	4	0	1	0	1	1
ATP6V1D	10	3	2	3	0	0
EIF2S1	10	3	2	3	0	0
PLEK2	10	3	2	3	0	1
TMEM229B	14	1	2	0	0	2
PLEKHH1	12	1	3	1	0	2
PIGH	8	2	3	1	0	1
ARG2	9	2	3	2	0	1
VTI1B	8	2	2	3	0	1
RDH11	6	2	2	3	0	1
RDH12	5	2	1	3	0	0
ZFYVE26	2	0	0	1	0	0
RAD51B	2	0	0	1	0	0
ZFP36L1	8	3	1	1	1	3
ACTN1	5	1	1	0	0	0
DCAF5	6	1	1	1	1	0
EXD2	6	1	1	1	1	0
GALNT16	6	1	1	1	1	0
ERH	7	0	2	2	0	1
SRSF5	9	0	1	0	1	1
SMOC1	7	2	0	1	0	0
SLC8A3	4	0	0	0	0	0
COX16	2	0	2	4	0	1
SYNJ2BP	2	0	2	4	0	1
MED6	2	0	1	0	1	0
TTC9	3	0	1	0	1	0
MAP3K9	4	1	1	0	0	2
RGS6	2	0	0	0	0	0
DPF3	4	0	1	3	0	1
DCAF4	4	0	1	3	0	2
ZFYVE1	4	0	0	2	0	3
RBM25	2	0	1	1	0	4
PSEN1	3	0	1	0	0	2
PAPLN	3	0	0	0	0	0
NUMB	3	1	0	1	0	0
ACOT1	5	1	0	0	0	0
ACOT2	6	1	1	1	0	0
ACOT4	5	1	1	1	0	0
DNAL1	5	3	2	1	0	0
PNMA1	8	9	3	3	1	0
ELMSAN1	8	10	3	5	1	0
PTGR2	7	8	3	5	1	1
ZNF410	4	4	2	4	0	1
COQ6	4	1	2	3	0	1
FAM161B	4	1	2	3	0	1
ENTPD5	5	0	1	1	0	2
